,Name,Area,Furnishing,Transaction,Status,Price
867,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
868,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
869,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
870,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
871,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
872,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
873,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
874,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
875,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
876,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
877,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
878,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
879,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
880,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
881,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
882,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
883,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
884,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
885,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
886,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
887,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
888,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
889,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
890,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
891,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
892,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
893,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
894,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
895,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
896,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
897,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
898,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
899,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
900,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
901,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
902,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
903,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
904,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
905,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
906,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
907,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
908,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
909,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
910,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
911,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
912,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
913,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
914,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
915,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
916,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
917,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
918,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
919,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
920,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
921,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
922,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
923,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
924,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
925,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
926,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
927,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
928,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
929,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
930,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
931,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
932,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
933,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
934,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
935,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
936,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
937,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
938,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
939,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
940,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
941,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
942,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
943,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
944,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
945,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
946,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
947,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
948,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
949,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
950,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
951,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
952,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
953,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
954,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
955,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
956,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
957,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
958,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
959,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
960,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
961,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
962,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
963,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
964,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
965,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
966,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
967,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
968,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
969,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
970,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
971,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
972,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
973,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
974,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
975,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
976,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
977,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
978,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
979,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
980,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
981,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
982,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
983,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
984,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
985,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
986,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
987,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
988,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
989,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
990,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
991,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
992,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
993,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
994,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
995,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
996,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
997,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
998,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
999,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1000,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
1001,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
1002,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
1003,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
1004,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
1005,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1006,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
1007,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1008,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
1009,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
1010,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1011,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1012,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1013,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1014,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
1015,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1016,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
1017,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
1018,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1019,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
1020,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1021,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1022,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1023,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1024,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1025,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1026,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1027,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
1028,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1029,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1030,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
1031,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
1032,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
1033,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
1034,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
1035,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1036,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
1037,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1038,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
1039,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
1040,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1041,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1042,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1043,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1044,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
1045,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1046,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
1047,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
1048,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1049,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
1050,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1051,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1052,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1053,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1054,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1055,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1056,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1057,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
1058,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1059,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1060,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
1061,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
1062,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
1063,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
1064,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
1065,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1066,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
1067,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1068,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
1069,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
1070,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1071,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
